"Type","Redox","Type.S3","Site","Depth.cm","Distance..m","pH","Eh.mV","EC.mScm","AVS.umolg","TotalS.oes.umolg","Porewater.FeII.mgL","Porewater.total.Fe.II.mgL","Porewater.FeIII.mgL","Pore.water.sulfate.mgL","As.ms","As.oes","Ba.ms","Cd.ms","Co.ms","Co.oes","Cr.ms","Cr.oes","Cu.ms","Cu.oes","Fe.ms","Fe.oes","Mn.ms","Mn.oes","Mo.ms","Ni.oes","P.oes","Pb.ms","Pb.oes","Rb.ms","S.oes","Sr.ms","Th.ms","Ti.ms","U.ms","V.ms","Zn.ms","Zn.oes","REE.ms","As","Ba","Cd","Co","Cr","Cu","Fe","Mn","Mo","Ni","P","Pb","Rb","S","Sr","Th","Ti","U","V","Zn","REE","As.log","Ba.log","Cd.log","Co.log","Cr.log","Cu.log","Fe.log","Mn.log","Ni.log","P.log","Pb.log","S.log","Sr.log","Th.log","Ti.log","U.log","V.log","Zn.log","REE.log"
"Sediment","Reduced","Sediment","S 4",12.5,204,7.35,-51,55,101.44,1752.62,1.67,2.65,0.98,12271.43,7.22,8.975654622,27.26,0.29,27.9,18.0252078,20,11.97658267,13.45,8.859559921,69012.03,51309.18744,397.98,277.5331529,15.2,14.3067087,842.8495248,9.88,11.05130451,9.11,56206.6693,228.61,8.44,218.71,12.03,45.58,23.25,16.5190497,1302.91,-1.955541029,-0.844636472,-5.387931255,-0.82143021,-1.154324625,-1.551077793,6.695568209,1.836344854,-1.428761471,-1.489328332,2.586731544,-1.859544387,-1.940684187,6.786733801,1.281960596,-2.01707459,1.237689753,-1.662653369,-0.330587875,-1.003751767,3.022298605,0.953066133,1.435525851,-0.537602002,1.445604203,1.301029996,1.128722284,4.710195137,2.599861248,1.155539735,2.925750046,0.994756945,4.749787851,2.359095224,0.926342447,2.339868641,1.080265627,1.658774321,1.366422957,3.114914417
"Sediment","Reduced","Sediment","S 4",17.5,204,7.39,11,NA,71.16,1375.29,1.67,3.05,1.38,7893.88,7.25,8.339924989,49.21,0.42,39.7,26.08360918,27.13,16.20511639,18.13,12.78387503,57153.45,40631.73221,213.1,146.8578874,15.38,18.12087517,1570.13287,13.67,15.19835118,12.63,44105.70354,320.2,12.7,251.97,18.25,61.67,33.06,21.35349591,1819.31,-2.246007885,-0.470965252,-5.234562675,-0.685710919,-1.06642198,-1.469494082,6.245242515,0.994699432,-1.633994143,-1.469997509,2.991853418,-1.751858456,-1.830987171,6.327282278,1.401883694,-1.825460113,1.162247926,-1.462897027,-0.245264518,-0.868738014,3.13915048,0.921162145,1.692053365,-0.37675071,1.598790507,1.433449794,1.258397804,4.608865338,2.32858345,1.258179169,3.195936405,1.135768515,4.644494754,2.505421328,1.103803721,2.401348836,1.261262869,1.790073948,1.519302849,3.259906707
"Sediment","Reduced","Sediment","S 4",22.5,204,7.12,145,NA,12.26,1281.62,NA,NA,NA,NA,7.72,8.102471666,53.81,0.43,30.29,19.65850733,28.71,17.94531802,19.48,13.04111286,55809.64,40700.5011,240.15,167.4864573,17.27,15.58889269,1101.735818,16.83,16.5522892,14.5,41101.44599,331.31,15.26,277.06,18.05,74.51,27.43,16.34139893,1643.22,-2.282131041,-0.388840877,-5.218270271,-0.963482575,-1.017054706,-1.404911902,6.239695483,1.106963528,-1.525329308,-1.627741547,2.630342031,-1.551137192,-1.700151551,6.249498382,1.428754292,-1.649065175,1.249933889,-1.481154516,-0.063366856,-1.062662896,3.03011281,0.908617521,1.730862992,-0.366531544,1.481299273,1.458033192,1.289588953,4.609599756,2.380482591,1.192815267,3.042077469,1.226084116,4.613857101,2.520234544,1.183554534,2.44257383,1.256477206,1.872214563,1.438225808,3.215695712
"Sediment","Reduced","Sediment","S 4",27.5,204,NA,187,35,1.55,2208.53,NA,NA,NA,NA,15.7,17.2813513,22.95,0.53,24.51,17.25953363,21.49,12.43247925,15.75,9.452117516,107721.56,87108.69132,234.99,159.2951451,24.11,14.38667146,955.5781983,22.83,21.40479774,10.58,70827.44612,367,11.26,212.38,19.94,107.83,31.37,19.55121134,1483.06,-1.563625093,-1.279935117,-5.048131326,-1.214171856,-1.345665343,-1.656412688,6.96165889,1.046289907,-1.230626361,-1.746950868,2.449063547,-1.285177593,-2.054287627,6.754748808,1.492108795,-1.991996431,0.94512407,-1.420525289,0.26730286,-0.967401031,2.888609746,1.237577699,1.36078269,-0.27572413,1.389343311,1.332236415,1.197280558,4.940061489,2.371049381,1.157960326,2.980266233,1.358505911,4.850201582,2.564666064,1.051538391,2.327113616,1.299725154,2.032739605,1.496514519,3.171158722
"Sediment","Reduced","Sediment","S 5",2.5,287,7.47,-101,38.5,54.63,NA,1.93,3.21,1.28,NA,3.34,NA,10.37,0.28,12.95,NA,14.9,NA,8.96,NA,17842.42,NA,75.66,NA,11.34,NA,NA,6.11,NA,6.86,NA,663.16,5.18,297.7,3.11,29.98,17.55,NA,440.08,NA,-0.557112354,-4.168995052,-0.334933588,-0.194668163,-0.703259149,NA,1.430220243,-0.467693078,NA,NA,-1.086102603,-0.970321934,NA,3.600986912,-1.25122432,2.800056892,-1.76140665,0.504501117,-0.030975426,3.190927153,NA,1.015778756,-0.552841969,1.112269768,1.173186268,0.95230801,NA,1.878866337,NA,NA,0.78604121,NA,2.821618323,0.71432976,2.473778835,0.492760389,1.476831629,1.244277121,2.643531632
"Sediment","Reduced","Sediment","S 5",7.5,287,7.31,-60,55.9,143.27,NA,1.52,2.91,1.39,NA,3.52,NA,10.9,0.35,15.49,NA,20.46,NA,8.56,NA,25336.34,NA,102.94,NA,12.62,NA,NA,7.15,NA,8.59,NA,167.54,6.73,217.08,3.58,40.25,22.99,NA,550.49,NA,-0.57100294,-4.009587854,-0.219571075,0.058706031,-0.812665539,NA,1.674380565,-0.424482872,NA,NA,-0.992653373,-0.809166993,NA,2.161456399,-1.053190586,2.42050022,-1.684402929,0.735344275,0.175293609,3.351043061,NA,1.037426498,-0.455931956,1.190051418,1.310905629,0.932473765,NA,2.012584164,NA,NA,0.854306042,NA,2.224118511,0.828015064,2.336619813,0.553883027,1.604765885,1.361538971,2.740749434
"Sediment","Reduced","Sediment","S 5",12.5,287,7.3,-92,NA,102.8,792.5,1.57,2.86,1.29,12761.22,3.58,6.423100907,12.3,0.29,21.49,14.13444528,14.26,10.11746753,7.46,6.590972228,29733.4,22928.16788,151.22,116.7860239,16.63,14.12616793,537.3592258,7.26,7.730217464,7.7,25415.43216,172.96,6.79,184.97,5.68,36.38,23.03,17.38134377,839.54,-1.917576511,-1.267878257,-5.015351875,-0.709889809,-1.120019104,-1.767922105,6.262643953,1.241258211,-0.966269226,-1.129448561,2.509189301,-1.795097691,-1.736257191,6.365634314,1.375582834,-1.862026578,1.44271613,-2.040526287,-0.183458346,-0.640679806,2.955376603,0.807744745,1.089905111,-0.537602002,1.332236415,1.154119526,0.872738827,4.360369353,2.179609234,1.150024365,2.73026471,0.860936621,4.405097499,2.237945677,0.831869774,2.267101297,0.754348336,1.560862695,1.362293938,2.924041393
"Sediment","Reduced","Sediment","S 5",17.5,287,7.38,-56,50.9,112.19,728.02,1.52,3.17,1.65,12730.61,3.44,2.06722347,11.96,0.36,15.1,9.93774861,19.17,12.84299585,9.23,7.439077765,24981.26,17910.60555,100.53,74.07959373,12.49,9.906592944,504.3490864,7.57,7.371213584,9.13,23347.71412,175.53,7.67,206.52,3.57,40.77,22.22,18.1377878,546.7,-2.927915863,-1.172554503,-4.675773499,-0.939427508,-0.700775694,-1.431663203,6.139026054,0.956333939,-1.129193927,-1.360921762,2.569146409,-1.629929184,-1.442556557,6.404132111,1.513687717,-1.616805636,1.676275009,-2.381556656,0.053824265,-0.553129467,2.649777955,0.315387427,1.07773118,-0.443697499,1.178976947,1.282622113,0.965201701,4.253110269,2.002295683,0.995924318,2.702731238,0.87909588,4.368244367,2.244351353,0.884795364,2.314962116,0.552668216,1.610340711,1.346744055,2.737749074
"Sediment","Reduced","Sediment","S 5",22.5,287,7.51,49,NA,157.51,1394.66,1.43,2.32,0.9,10557.14,5.35,2.684645629,21.47,0.2,20.91,14.58234206,17.62,15.27833998,9.38,7.161189055,51052.93,39976.37478,261.54,195.6875247,12.15,13.09137125,623.2026317,8.64,8.468315164,8.17,44726.90135,208,8.12,215.9,7.79,36.28,17.85,13.32929858,870.58,-2.88514416,-0.806036286,-5.48213081,-0.832465384,-1.003658277,-1.634113134,6.723351031,1.693894338,-1.375363728,-1.300739567,2.56217882,-1.716290315,-1.772223989,6.835637522,1.464845182,-1.778362743,1.50212244,-1.819852038,-0.281426272,-0.990689389,2.896466759,0.428886967,1.331832044,-0.698970004,1.320354033,1.246005904,0.972202838,4.601803408,2.417538119,1.116985139,2.794629279,0.936513742,4.650568812,2.318063335,0.909556029,2.334252642,0.891537458,1.559667278,1.25163822,2.939808686
"Dredge spoil","Oxidised","Dredge spoil","S 6",7,2,4.75,305,0.05,0.36,23.17,NA,NA,NA,NA,NA,NA,7.47,NA,0.7,NA,4.4,3.972976374,3.75,0.800487043,3911.97,3155.346215,64.05,30.43959612,1.58,4.563647493,20.11050327,2.22,2.53788103,1.45,743.2026332,7.35,3.46,1059.27,0.58,4.97,2.02,0.860110595,26.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.873320602,NA,-0.15490196,0.643452676,0.574031268,3.499047018,1.806519134,0.659312091,1.303422939,0.346352974,2.87110724,0.866287339,0.539076099,3.025006673,-0.236572006,0.696356389,0.305351369,1.418135498
"Dredge spoil","Oxidised","Dredge spoil","S 6",10,2,4.65,304,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dredge spoil","Oxidised","Dredge spoil","S 6",18,2,4.82,250,0.2,0.23,NA,NA,NA,NA,NA,NA,NA,1.89,NA,0.18,NA,1.57,NA,NA,NA,1314.04,NA,18.4,NA,0.58,NA,NA,0.92,NA,0.53,NA,0.37,1.6,327.18,0.25,NA,6.71,NA,11.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276461804,NA,-0.744727495,0.195899652,NA,NA,1.264817823,NA,NA,-0.036212173,NA,-0.431798276,0.204119983,2.514786748,-0.602059991,NA,0.82672252,1.046495164
"Dredge spoil","Oxidised","Dredge spoil","S 6",20,2,4.65,305,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dredge spoil","Oxidised","Dredge spoil","S 6",22,2,4.32,279,0.18,0.32,NA,NA,NA,NA,NA,0.01,NA,1.39,NA,0.12,NA,0.92,NA,NA,NA,949.93,NA,16.8,NA,0.6,NA,NA,0.69,NA,0.45,NA,0.17,1.09,274.51,0.12,0.79,4.43,NA,5.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1430148,NA,-0.920818754,-0.036212173,NA,NA,1.225309282,NA,NA,-0.161150909,NA,-0.769551079,0.037426498,2.43855817,-0.920818754,-0.102372909,0.646403726,0.774516966
"Dredge spoil","Oxidised","Dredge spoil","S 6",25,2,4.13,338,0.06,NA,NA,NA,NA,NA,NA,0.34,NA,5.57,0.01,0.6,NA,4.6,NA,0.06,NA,3689.84,NA,20.79,NA,1.83,NA,NA,1.9,NA,2.76,NA,1.14,3.49,378.71,0.41,6.47,2.5,NA,18.88,NA,0.920045674,-5.402519566,-1.308175004,0.728706923,-3.610760097,NA,2.237122721,-0.193033414,NA,NA,-0.155495494,0.217881299,NA,-0.666321118,0.452552356,5.13942136,-1.6889475,1.069826728,0.118941351,2.14075378,NA,0.745855195,-2,-0.22184875,0.662757832,-1.22184875,NA,1.317854489,NA,NA,0.278753601,NA,0.056904851,0.542825427,2.578306773,-0.387216143,0.810904281,0.397940009,1.27600199
"Dredge spoil","Oxidised","Dredge spoil","S 6",28,2,4.18,342,0.1,7.89,4.58,NA,NA,NA,NA,1.06,NA,3.67,0.01,0.81,NA,6.5,4.699950221,2.17,0.629107902,4518.19,3447.935241,24.77,15.71221272,2.23,2.215526864,14.2063727,1.83,1.16679943,3.16,146.9699882,1.11,3.73,446.72,0.39,8.97,2.18,0.430407074,16.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.564666064,-2,-0.091514981,0.812913357,0.336459734,3.5375591,1.393926007,0.34547702,1.152483204,0.26245109,2.167228659,0.045322979,0.571708832,2.650035397,-0.408935393,0.952792443,0.338456494,1.20790353
"Dredge spoil","Oxidised","Dredge spoil","S 6",32,2,4.18,324,0.43,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dredge spoil","Oxidised","Dredge spoil","S 6",35,2,4.06,354,0.13,0.38,NA,NA,NA,NA,NA,1.67,NA,10.5,0.01,0.87,NA,8.4,NA,NA,NA,8426.09,NA,10.71,NA,3.97,NA,NA,3.6,NA,3.09,NA,1.39,2.72,164.82,0.35,19.15,2.67,NA,8.92,NA,1.191250708,-5.765294735,-1.299386616,0.968107157,NA,NA,1.211053336,0.218641546,NA,NA,0.120809297,-0.031953458,NA,-0.830820802,-0.159492669,3.944729421,-2.209946673,1.792178167,-0.178046076,1.028171398,NA,1.021189299,-2,-0.060480747,0.924279286,NA,NA,1.029789471,NA,NA,0.556302501,NA,0.1430148,0.434568904,2.21700991,-0.455931956,1.282168778,0.426511261,0.950364854
"Dredge spoil","Oxidised","Dredge spoil","S 6",38,2,3.97,345,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dredge spoil","Oxidised","Dredge spoil","S 6",41,2,4.13,333,0.2,0.13,6.49,NA,NA,NA,NA,0.36,NA,4.42,0.01,0.77,NA,7.39,4.863040475,2.23,0.870114771,3493.82,2545.264823,36.49,21.12062631,2.65,2.461375625,9.884496007,2.27,1.534634888,3.07,208.1147877,1.08,4.39,635.38,0.51,11,2.36,0.411360968,17.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.645422269,-2,-0.113509275,0.868644438,0.348304863,3.405732975,1.562173863,0.391177895,0.99495453,0.356025857,2.31830294,0.033423755,0.64246452,2.80303354,-0.292429824,1.041392685,0.372912003,1.244524512
"Dredge spoil","Oxidised","Dredge spoil","S 6",44,2,NA,NA,NA,0.06,NA,NA,NA,NA,NA,0.09,NA,2.06,0.01,0.44,NA,4.02,NA,3.19,NA,1617.05,NA,24.73,NA,1.76,NA,NA,1.39,NA,1.5,NA,0.64,2.46,427.68,0.37,5.61,2.62,NA,5.67,NA,-0.045848342,-5.37372451,-1.589534877,0.622727578,0.391466592,NA,2.439462757,-0.203240515,NA,NA,-0.439250577,-0.363089216,NA,-1.214841427,0.131607025,5.289820928,-1.762806598,0.955996395,0.194619993,0.966634793,NA,0.31386722,-2,-0.356547324,0.604226053,0.503790683,NA,1.393224116,NA,NA,0.1430148,NA,-0.193820026,0.390935107,2.631118941,-0.431798276,0.748962861,0.418301291,0.753583059
"Dredge spoil","Oxidised","Dredge spoil","S 6",47,2,4.17,371,0.43,2.01,4.56,NA,NA,NA,NA,NA,NA,1.36,NA,0.33,NA,3.07,2.474917143,NA,0.135815307,1207.64,854.2514995,21.03,12.33143816,1.95,0.848087298,3.803806622,1.09,0.205045696,1.08,146.151551,0.4,3.56,402.59,0.57,4.09,1.19,NA,10.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133538908,NA,-0.48148606,0.487138375,NA,2.93158575,1.322839273,-0.071559441,0.58021843,0.037426498,2.164803429,-0.397940009,0.551449998,2.604862983,-0.244125144,0.611723308,0.075546961,1.026124517
"Dredge spoil","Oxidised","Dredge spoil","S 6",50,2,4.09,327,0.5,0.52,NA,NA,NA,NA,NA,0.41,NA,2.14,0.01,0.39,NA,3.53,NA,0.89,NA,1839.74,NA,22.97,NA,3.15,NA,NA,1.59,NA,1.45,NA,0.56,2.69,408.58,0.35,5.49,1.88,NA,5.24,NA,0.083381452,-5.282594563,-1.619032917,0.583873494,-0.793958194,NA,2.456764639,0.469978075,NA,NA,-0.213690361,-0.305860821,NA,-1.257242873,0.312116816,5.335263356,-1.727246502,1.025503878,-0.046152601,0.978897121,NA,0.330413773,-2,-0.408935393,0.547774705,-0.050609993,NA,1.361160995,NA,NA,0.201397124,NA,-0.251811973,0.42975228,2.611277104,-0.455931956,0.739572344,0.274157849,0.719331287
"Dredge spoil","Oxidised","Dredge spoil","S 6",54,2,4.16,306,6.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dredge spoil","Oxidised","Dredge spoil","S 6",59,2,3.97,379,1.09,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dredge spoil","Oxidised","Dredge spoil","S 6",64,2,3.83,NA,1,1.58,9.56,NA,NA,NA,NA,0.35,NA,10.01,0.02,0.84,NA,8.86,14.42592588,1.49,1.072227943,7437.05,6412.66808,66.87,45.21300223,11.43,3.569842615,3.24705441,2.92,2.630913726,3.23,306.5604147,1.6,8.35,939.68,0.82,14.19,1.51,0.970462325,17.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.000434077,-1.698970004,-0.075720714,0.947433722,0.173186268,3.807038761,1.825231323,0.55264907,0.511489566,0.465382851,2.486516075,0.204119983,0.921686475,2.972979983,-0.086186148,1.151982395,0.178976947,1.249931757
"Dredge spoil","Oxidised","Dredge spoil","S 6",69,2,3.91,365,1.36,0.18,NA,NA,NA,NA,NA,0.21,NA,11.55,0.02,0.85,NA,9.03,NA,1.35,NA,6955.26,NA,70.25,NA,9.27,NA,NA,3.1,NA,3.05,NA,2.47,8.94,1019.09,0.9,10.36,4.19,NA,25.32,NA,0.789404562,-5.56930388,-1.819799804,0.543271493,-1.357176282,NA,2.594779434,0.569502505,NA,NA,-0.525878763,-0.542139284,NA,-0.753062724,0.533254714,5.269384477,-1.76264139,0.680671362,-0.224580141,1.574313723,NA,1.062581984,-1.698970004,-0.070581074,0.95568775,0.130333768,NA,1.846646329,NA,NA,0.491361694,NA,0.392696953,0.951337519,3.00821254,-0.045757491,1.015359755,0.622214023,1.403463701
"Dredge spoil","Oxidised","Dredge spoil","S 6",74,2,3.54,330,2.9,0.2,33.45,NA,NA,NA,NA,0.55,NA,16.12,0.01,1.04,0.361446648,11.27,8.406371005,2.85,1.283368181,23018.68,15808.88157,79.47,63.37116931,10.44,1.821361289,NA,6.33,6.657076523,3.66,1072.646167,2.47,9.98,1179.2,1.25,19.02,2.41,1.583473489,23.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.207365037,-2,0.017033339,1.051923916,0.45484486,4.198901146,1.900203213,0.260396102,NA,0.80140371,3.030456485,0.392696953,0.999130541,3.071587471,0.096910013,1.279210513,0.382017043,1.371252629
"Dredge spoil","Oxidised","Dredge spoil","S 6",79,2,4.09,251,3.4,0.23,NA,NA,NA,NA,NA,0.71,NA,5.34,0.03,0.94,NA,11.19,NA,4.06,NA,19222.34,NA,83.66,NA,10.56,NA,NA,5.54,NA,3.4,NA,2.81,9.69,1242.04,1.38,24.85,1.77,NA,25.05,NA,-0.162160849,-5.343944399,-1.899261905,0.577634021,-0.436203528,NA,2.589374464,0.519686777,NA,NA,-0.125392001,-0.61361107,NA,-0.804202018,0.433707924,5.287123966,-1.515303003,1.375471251,-1.266406955,1.383487326,NA,0.727541257,-1.522878745,-0.026872146,1.048830087,0.608526034,NA,1.92251786,NA,NA,0.743509765,NA,0.44870632,0.986323777,3.094135583,0.139879086,1.395326393,0.247973266,1.39880773
"Dredge spoil","Oxidised","Dredge spoil","S 6",84,2,4.31,NA,3.8,0.1,48.1,117.11,127.64,10.54,4468.63,0.62,NA,6.11,0.02,1.18,0.019225398,13.47,10.20841164,3.36,1.764940415,14143.02,12094.17774,106.86,75.64379487,11.28,2.432680051,5.598490683,6.76,7.478902698,4.29,1542.445439,3.93,11.97,1593.85,1.88,37.88,2.69,1.852463152,49.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78604121,-1.698970004,0.071882007,1.129367596,0.526339277,4.082576347,2.02881517,0.386084994,0.74807096,0.829946696,3.188209811,0.59439255,1.07809415,3.202447447,0.274157849,1.57840997,0.42975228,1.697403723
"Dredge spoil","Oxidised","Dredge spoil","S 6",89,2,5.46,164,3.8,0.01,24.59,108.96,116.23,7.26,4900,0.47,NA,4.16,0.02,1.19,0.43945457,12.96,11.03097564,2.67,1.682353733,6046.22,5011.583595,80.19,70.16261827,10.61,2.486638176,7.606110697,5.06,5.793793495,4.84,788.6598969,4.27,10.56,1163.37,1.97,22.49,2.63,1.712202835,55.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619093331,-1.698970004,0.075546961,1.112605002,0.426511261,3.699974979,1.904120213,0.395612597,0.881162642,0.704150517,2.896889758,0.630427875,1.023663918,3.06571786,0.294466226,1.351989455,0.419955748,1.741702984
"Dredge spoil","Oxidised","Dredge spoil","S 6",94,2,5.45,NA,5.6,0.67,NA,50.49,58.02,7.53,4576.47,0.33,NA,3.84,0.03,1.53,NA,12.97,NA,6.46,NA,5386.26,NA,83.42,NA,11.13,NA,NA,3.5,NA,4.58,NA,4.5,11.49,1235.3,2.61,44.38,4.06,NA,61.21,NA,-0.756571449,-5.608601713,-1.67677608,0.460595183,-0.236414498,NA,2.321844273,0.30760035,NA,NA,-0.849280847,-0.580344818,NA,-0.597966419,0.339433276,5.017025319,-1.142693594,1.690745102,-0.700860842,2.012266759,NA,0.584331224,-1.522878745,0.184691431,1.112939976,0.810232518,NA,1.921270186,NA,NA,0.544068044,NA,0.653212514,1.060320029,3.091772441,0.416640507,1.647187298,0.608526034,1.786822379
"Dredge spoil","Oxidised","Dredge spoil","S 6",99,2,4.18,244,5,0.73,NA,65.78,84.35,18.56,5978.43,8.17,NA,6.69,0.14,15.03,NA,25.22,NA,11.81,NA,25544.24,NA,153.4,NA,33.08,NA,NA,13.99,NA,7.37,NA,3.55,13.62,862.04,8.35,54.41,4.18,NA,57.6,NA,-0.833717584,-4.700444314,-0.024283254,0.493305873,-0.265384828,NA,2.298717431,0.764597412,NA,NA,-0.095988669,-0.736913752,NA,-1.467383854,-0.122792157,4.024970215,-0.612069919,1.262216503,-1.304020211,1.31919111,NA,0.825426118,-0.853871964,1.176958981,1.401745082,1.072249898,NA,2.18582536,NA,NA,1.145817714,NA,0.550228353,1.134177108,2.935527418,0.921686475,1.735678726,0.621176282,1.760422483
"Dredge spoil","Oxidised","Dredge spoil","S 6",104,2,4.85,222,4.5,0.02,NA,95.3,133.93,38.63,5580.77,5.12,NA,7.21,0.05,6.79,NA,25.19,NA,8.98,NA,22560.06,NA,108.28,NA,9.98,NA,NA,17.36,NA,9.4,NA,5.65,18.51,664.24,7.28,66.83,4.33,NA,60.7,NA,-0.606044857,-5.577246082,-0.666062867,0.644933282,-0.386513926,NA,2.103206657,-0.280930718,NA,NA,0.272654901,-0.340804119,NA,-0.849858263,0.336797318,3.917129722,-0.596382946,1.620638273,-1.115946266,1.52442989,NA,0.857935265,-1.301029996,0.831869774,1.401228167,0.953276337,NA,2.034548247,NA,NA,1.239549721,NA,0.752048448,1.267406419,2.822325025,0.862131379,1.824971461,0.636487896,1.783188691
"Dredge spoil","Oxidised","Dredge spoil","S 6",107,2,4.89,213,6.1,0.94,637.05,75.81,85.19,9.37,5138.46,4.98,2.321855538,7.91,0.05,5.62,3.885944377,30.67,21.56252259,12.75,8.819093377,27062.08,22366.38445,110.66,80.80994528,8.59,9.373405488,17.49178536,16.98,19.91678463,11.71,20430.05057,6.31,19.07,670.41,5.32,79.22,4.6,2.071582291,68.36,-2.390577279,-1.164816164,-6.228676219,-1.506612282,0.190341033,-0.687412674,6.782370471,1.473518492,-1.08234521,-0.99506747,-0.371212583,-0.400907765,-0.772500768,6.691818217,-1.390808269,-0.284827526,3.27494552,-1.561470642,1.139284847,-1.706887642,0.991843913,0.365835195,0.898176483,-1.301029996,0.749736316,1.486713776,1.105510185,4.349595786,2.043990666,0.971897405,1.24283414,1.229937686,4.310269442,0.800029359,1.280350693,2.826340484,0.725911632,1.898834838,0.662757832,1.834802054
"Dredge spoil","Oxidised","Dredge spoil","S 6",112,2,4.95,NA,5.9,0.45,NA,66.34,71.78,5.44,4888.46,6.22,NA,7.83,0.02,6.16,NA,38.99,NA,16.18,NA,40385.32,NA,117.36,NA,9.81,NA,NA,19.52,NA,13.8,NA,7.19,22.79,537.9,5.71,112.48,3.51,NA,79.7,NA,-0.600876224,-6.570861739,-0.840761956,1.004466469,0.124937178,NA,2.1064074,-0.37543646,NA,NA,0.312600847,-0.034170141,NA,-0.686147562,0.46748311,3.628833936,-0.91661971,2.063936695,-1.403222696,1.719430852,NA,0.893761762,-1.698970004,0.789580712,1.590953235,1.208978517,NA,2.069520101,NA,NA,1.290479813,NA,0.85672889,1.357744325,2.730701544,0.756636108,2.051075308,0.545307116,1.901458321
