Type,Redox,Site,Depth.cm,Distance  m,pH,Eh mV,EC mScm,AVS umolg,TotalS.oes.umolg,Porewater FeII mgL ,Porewater total Fe II mgL,Porewater FeIII mgL,Pore-water sulfate mgL,As.ms,As.oes  ,Ba.ms,Cd.ms,Co.ms,Co.oes   ,Cr.ms,Cr.oes   ,Cu.ms,Cu.oes   ,Fe.ms,Fe.oes   ,Mn.ms,Mn.oes   ,Mo.ms,Ni.oes   ,P.oes   ,Pb.ms,Pb.oes  ,Rb.ms,S.oes   ,Sr.ms,Th.ms,Ti.ms,U.ms,V.ms,Zn.ms,Zn.oes   ,REE.ms,As,Ba,Cd,Co   ,Cr,Cu   ,Fe,Mn   ,Mo,Ni   ,P   ,Pb  ,Rb,S   ,Sr,Th,Ti,U,V,Zn,REE
Dredge spoil,Oxidised,S 8,26,4,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,28,4,3.89,442,0.81,0.68,NA,NA,NA,NA,NA,1.26,NA,6.46,0.01,0.61,NA,5.99,NA,0.81,NA,10540.16,NA,16.77,NA,1.97,NA,NA,2.8,NA,2.21,NA,0.85,2.76,276.73,0.28,11.4,1.02,NA,16.78,NA,0.981744174,-5.48905533,-1.378181466,0.906206268,-1.094606175,NA,1.935706432,-0.205851601,NA,NA,0.145734273,-0.090892628,NA,-1.046404073,0.131345536,4.739157158,-2.15685082,1.549728212,-0.864082517,1.936302557
Dredge spoil,Oxidised,S 8,33,4,4.27,335,0.6,3.4,4.85,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,6.689951135,NA,0.026015961,NA,2925.416866,NA,3.176791426,NA,1.692623842,4.735925219,NA,-0.809191272,NA,155.383959,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,36,4,NA,NA,NA,0.48,NA,NA,NA,NA,NA,0.07,NA,1.48,0,0.21,NA,2.68,NA,0.59,NA,3031.15,NA,13.37,NA,1.42,NA,NA,0.5,NA,0.71,NA,0.65,1.22,255.22,0.14,5.82,0.55,NA,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,39,4,NA,NA,NA,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,43,4,3.93,431,1.27,1.08,25.27,NA,NA,NA,NA,0.24,0,11.16,0,0.24,0,3.29,1.829972618,0.65,0.118290218,5754.48,4378.524698,16.66,15.75871791,2.64,1.143431089,3.116552946,3.28,3.398377432,0.93,810.3888496,0.94,1.9,328.84,0.21,8.05,2.45,0,6.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,46,4,4.04,393,0.26,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,53,4,3.86,414,2.34,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,58,4,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,61,4,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,64,4,3.81,490,7.27,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,69,4,3.86,322,4.18,0.58,14.2,NA,NA,NA,NA,NA,0,7.25,0,0.95,0,12.59,7.171815114,3.79,1.598671403,5548.01,3633.973595,82.18,50.2603029,9.5,2.251486701,7.771542642,5.48,5.1887827,3.27,455.3623634,3.28,8.83,1312.93,1.77,23.42,3.49,1.034769217,22.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,74,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,79,4,4.02,271,4.1,0.21,72.63,NA,NA,NA,NA,0.21,0,9.31,0.02,1.08,0,14.84,9.532649807,7.14,3.092511233,14977,12116.87257,86.9,56.4895639,10.6,2.71736118,14.29295427,10.71,12.47120619,3.7,2329.38537,4.2,9.74,1271.83,2.46,44.49,2.61,1.262667108,25.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,84,4,NA,NA,NA,0.33,NA,358.47,393.74,35.27,4946.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,87,4,4.07,348,NA,0.74,NA,339.34,347.88,8.54,5234.62,0.5,NA,12.77,0.01,1.08,NA,17.15,NA,4.24,NA,27477.3,NA,84.47,NA,10.37,NA,NA,12.93,NA,3.81,NA,6.08,8.5,1310.09,3.43,80.41,2.54,NA,31.28,NA,0.416116945,-6.736151911,-2.054020683,0.711016449,-0.686418455,NA,2.305414717,0.207935298,NA,NA,0.428568468,-0.793352535,NA,-0.325977029,0.009084439,5.046869392,-0.898421463,2.256156822,-1.198817644,1.311997191
Dredge spoil,Oxidised,S 8,91,4,NA,NA,NA,1.39,144.94,327.05,357.96,30.91,6023.08,3.26,1.376812161,12.29,0.04,3.81,2.122522204,20.65,11.37978933,6.07,3.455455831,31098.31,20740.02088,71.63,40.7916366,13.32,3.74545421,30.07185148,11.53,12.83373479,5.7,4648.179175,9.86,9.39,990.73,6.57,137.45,2.39,1.052995396,41.59,-2.669003851,-0.479988726,-6.207650474,-1.65114546,0.03894067,-1.185416044,6.951045839,1.282739331,-0.399507984,-1.668231755,0.414814918,-0.543822315,-1.248308475,5.455456197,-0.700288481,-0.749129356,3.909667396,-1.106260817,1.934485565,-2.117481283,0.739085104
Dredge spoil,Oxidised,S 8,94,4,NA,NA,NA,0.05,NA,314.01,342.59,28.59,5773.08,0.5,NA,4.02,0.06,11.6,NA,17.57,NA,6.95,NA,6998.96,NA,83.83,NA,15.95,NA,NA,8.05,NA,5.22,NA,5.27,9.35,1211.88,9,28.75,2.59,NA,39.14,NA,-0.980107482,-5.184800101,0.079615714,0.494803518,-0.432647725,NA,2.057401554,0.398069445,NA,NA,-0.285717293,-0.718891982,NA,-0.709359022,-0.136013041,4.728538768,-0.174164807,0.987248383,-1.419731508,1.295755578
Dredge spoil,Oxidised,S 8,97,4,NA,NA,NA,NA,NA,378.51,430.65,52.14,4782.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,100,4,4.18,247,5,NA,NA,NA,NA,NA,5080.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,104,4,NA,NA,NA,0.02,NA,267.85,304.23,36.38,6273.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,107,4,NA,NA,NA,0.61,1025.09,197.72,247.8,50.07,5926.92,3.67,1.560252046,9.16,0.03,9.1,5.7060848,43.83,26.08741471,18.13,12.58708555,50000.27,32859.03493,137.2,83.57127842,10.6,12.09723267,20.79854112,17.7,16.67758759,16.38,32874.73951,6.31,20.09,437.05,4.8,121.42,6.41,1.625278009,63.55,-2.91798504,-1.147986237,-6.869390313,-1.154558002,0.417486098,-0.465264391,7.037149606,1.558607299,-1.001978415,-0.869855695,-0.32794957,-0.489267776,-0.566771338,7.03762743,-1.520696739,-0.362610237,2.717215189,-1.794216498,1.436423194,-1.504973145,0.788994582
Dredge spoil,Oxidised,S 8,110,4,4.33,283,4.72,NA,NA,NA,NA,NA,5926.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,113,4,NA,NA,NA,0.02,716.97,197.72,247.8,50.07,6027.45,2.12,1.089749621,11.94,0.02,8.01,4.624141463,45.51,25.36711477,18.25,10.93132711,41442.69,26583.02772,97.21,55.14256445,7.29,10.62433891,19.49884205,13.14,13.73007168,15.49,22993.12119,5.9,19.27,501.53,2.54,106.93,9.4,2.178240432,31.27,-3.111156492,-0.717210349,-7.109127462,-1.116413695,0.620827625,-0.292939377,6.990923779,1.37976913,-1.210600911,-0.833956964,-0.226749375,-0.621443444,-0.456909802,6.845845915,-1.422152106,-0.238554974,3.02055897,-2.264940376,1.475069958,-0.956394767,0.245554715
Dredge spoil,Oxidised,S 8,116,4,NA,NA,NA,0.25,525.73,NA,NA,NA,NA,1.58,0,17.06,0.01,5.6,3.492972416,35.11,22.75540062,13.58,9.332331656,31036.33,22191.02253,64.88,44.0159906,4.73,8.525873539,20.96092252,8.39,11.28574022,10.99,16860.01171,6.19,16.01,338.95,1.83,99.13,4.36,1.125584163,22.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,119,4,3.94,299,4.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 8,122,4,4.64,219,3,0.13,NA,NA,NA,NA,NA,2.75,NA,15.46,0.01,5.11,NA,34.26,NA,13.55,NA,29902.51,NA,75.94,NA,3.83,NA,NA,7.94,NA,9.88,NA,6.12,15.29,392.79,2.2,99.52,4.03,NA,31.05,NA,0.446374677,-6.897051552,-0.660681962,1.242097127,0.314505181,NA,2.038062189,-0.949016563,NA,NA,-0.219968091,-0.001368854,NA,-0.480319269,0.435317654,3.681393752,-1.503424006,2.308477263,-0.89811499,1.143717442
Dredge spoil,Oxidised,S 8,125,4,NA,NA,NA,0.04,385.16,NA,NA,NA,6027.45,3.04,1.212054696,15.01,0.01,4.98,2.892212429,36.37,22.50232728,13.78,8.171752814,30841.38,22204.6603,91.65,62.33813904,4.44,8.065029038,29.57758075,9.32,10.21446075,9.81,12352.22585,3.71,14.61,528.44,2.18,96.63,3.64,1.357139337,47.09,-2.774520175,-0.258120545,-7.572007376,-1.361407299,0.626907069,-0.343618925,7.041220279,1.551139784,-1.476182814,-0.879299878,0.420179477,-0.734674562,-0.683434917,6.454754366,-1.655805314,-0.285130965,3.30309208,-2.187512313,1.604052062,-1.674853509,0.885223474
Dredge spoil,Oxidised,S 9,6,8,3.86,NA,1.7,0.08,NA,NA,NA,NA,NA,2.71,NA,4.51,0.01,1.85,NA,13.44,NA,3.29,NA,37613.96,NA,48.23,NA,4.41,NA,NA,5.41,NA,4.34,NA,3.33,5.65,605.64,1.8,40.37,4,NA,161.4,NA,-0.363601733,-6.475069073,-1.254713248,0.728336448,-0.679011322,NA,2.006082347,-0.386024197,NA,NA,-0.181649794,-0.402024539,NA,-0.666926583,-0.138243342,4.536386863,-1.282112222,1.828188048,-0.483604526,3.213986869
Dredge spoil,Oxidised,S 9,10,8,3.87,NA,0.7,0.07,NA,NA,NA,NA,NA,2.65,NA,3.97,0.01,1.92,NA,12.73,NA,2.78,NA,38335.33,NA,46.2,NA,4.43,NA,NA,6.72,NA,4.84,NA,2.58,6.92,614.76,1.97,44.19,1.62,NA,113.87,NA,-0.420181934,-6.404118215,-1.146622843,0.745013383,-0.776497101,NA,2.034031769,-0.310548445,NA,NA,0.106140125,-0.222033308,NA,-0.85115863,0.13546774,4.622283919,-1.120914486,1.98955049,-1.31652188,2.936109418
Dredge spoil,Oxidised,S 9,14,8,NA,NA,NA,0.07,NA,NA,NA,NA,NA,2.37,NA,2.92,0.01,1.26,NA,9.46,NA,2.79,NA,24552.67,NA,40.49,NA,3.38,NA,NA,4.58,NA,3.29,NA,1.79,6.2,559.35,1.22,35.85,1.73,NA,62.69,NA,-0.478429791,-6.155183593,-1.318901686,0.697058976,-0.523971812,NA,2.151041623,-0.332137698,NA,NA,-0.028314409,-0.359125843,NA,-0.967797788,0.274535885,4.776761988,-1.351162549,2.02933016,-1.001891999,2.588188538
Dredge spoil,Oxidised,S 9,20,8,3.84,NA,0.8,0.06,NA,NA,NA,NA,NA,0.91,NA,1.1,0,0.55,NA,4.55,NA,1.43,NA,13329.75,NA,19.19,NA,1.49,NA,NA,1.74,NA,1.32,NA,0.89,2.79,271.21,0.52,14.27,NA,NA,24.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 9,25,8,4.02,280,0.13,0.08,NA,NA,NA,NA,NA,1.16,NA,1.17,NA,0.52,NA,3.69,NA,0.2,NA,15211.85,NA,16.5,NA,1.31,NA,NA,1.95,NA,1.2,NA,0.77,2.6,233.46,0.67,12.26,NA,NA,28.35,NA,-0.894457187,NA,-1.705387404,0.254165522,-2.660898849,NA,1.751899445,-0.781433799,NA,NA,-0.383631564,-0.869139379,NA,-1.3128257,-0.095949491,4.40154982,-1.451938503,1.454880994,NA,2.293166094
Dredge spoil,Oxidised,S 9,28,8,4.05,289,0.74,0.11,NA,NA,NA,NA,NA,0.67,NA,1.1,NA,0.29,NA,2.75,NA,0.27,NA,7611.79,NA,17.16,NA,0.81,NA,NA,1.34,NA,0.68,NA,0.37,2.45,278.86,0.42,5.82,NA,NA,15.63,NA,-0.638554682,NA,-1.971739218,0.27773605,-2.043198182,NA,2.108716232,-0.944585893,NA,NA,-0.441195248,-1.119527343,NA,-1.728117135,0.162223163,4.896845002,-1.601365429,1.0274354,NA,2.015327283
Dredge spoil,Oxidised,S 9,36,8,4.18,399,0.14,0.05,NA,NA,NA,NA,NA,0.27,NA,1.04,0,0.28,NA,3.46,NA,0.14,NA,11861.15,NA,21.04,NA,0.83,NA,NA,1.45,NA,0.58,NA,0.18,2.32,341.87,0.4,8.99,NA,NA,12.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 9,44,8,4.53,390,0.11,0.11,NA,NA,NA,NA,NA,0.38,NA,1.4,0.01,0.17,NA,2.21,NA,0.4,NA,3416.1,NA,13.24,NA,0.62,NA,NA,0.7,NA,0.54,NA,0.18,1.66,230.25,0.21,6.38,NA,NA,5.36,NA,0.258401448,-4.683240975,-1.850027631,0.714921727,-0.994361521,NA,2.505171762,-0.55610659,NA,NA,-0.434745733,-0.694256928,NA,-1.792869217,0.428746814,5.361094886,-1.638718537,1.775097309,NA,1.600893186
Dredge spoil,Oxidised,S 9,49,8,4.79,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Dredge spoil,Oxidised,S 9,54,8,NA,NA,NA,0.17,NA,NA,NA,NA,NA,0.4,NA,1.88,0.01,0.36,NA,4.41,NA,0.84,NA,3301.84,NA,15.95,NA,0.84,NA,NA,0.87,NA,1.09,NA,0.34,3.01,271.38,0.22,7.22,NA,NA,12.05,NA,0.135642772,-5.10079919,-1.517280252,0.988245685,-0.669982392,NA,2.273829825,-0.669982392,NA,NA,-0.634891072,-0.409451308,NA,-1.574438666,0.606311074,5.107891048,-2.009756737,1.481225948,NA,1.993435655
Dredge spoil,Oxidised,S 9,59,8,4.02,408,0.57,0.08,NA,NA,NA,NA,NA,0.26,NA,2.27,0,0.55,NA,6.33,NA,1.58,NA,4901.83,NA,16.47,NA,1.41,NA,NA,0.86,NA,2.09,NA,0.59,5.77,221.53,0.27,6.84,0.11,NA,11.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 9,64,8,NA,NA,NA,0.09,NA,NA,NA,NA,NA,0.27,NA,12.03,0.01,0.61,NA,7.12,NA,1.66,NA,4968,NA,29.06,NA,4.57,NA,NA,1.73,NA,2.07,NA,1.19,4.5,444.72,0.49,6.93,0.49,NA,43.42,NA,1.35754328,-5.735030436,-1.624156572,0.833047475,-0.623042648,NA,2.239502408,0.389652955,NA,NA,-0.581738842,-0.402311643,NA,-0.955906943,0.374217146,4.96758462,-1.843210138,0.805999563,-1.843210138,2.641059914
Dredge spoil,Oxidised,S 9,71,8,4.2,227,3.4,0.08,NA,NA,NA,NA,NA,0.76,NA,10.31,0.02,2.98,NA,15.96,NA,5.27,NA,10940.01,NA,88.22,NA,13.47,NA,NA,6.17,NA,5.38,NA,3.61,10.34,1057.15,4,34.7,1.8,NA,43.42,NA,0.182950745,-6.062186559,-1.058240253,0.619922039,-0.488133191,NA,2.329670142,0.450301437,NA,NA,-0.330464715,-0.467475179,NA,-0.866455781,0.185856316,4.813168334,-0.763869192,1.396576134,-1.562376888,1.620756611
Dredge spoil,Oxidised,S 10,6,13,4.5,396,0.22,0.59,NA,NA,NA,NA,NA,5.11,NA,11.23,0.02,3.88,NA,24.85,NA,5.22,NA,71540.3,NA,42.53,NA,8.25,NA,NA,10.49,NA,9.95,NA,4.32,9.3,363.08,4.19,79.12,2.36,NA,200.62,NA,0.119350796,-6.211260978,-0.943402819,0.91361978,-0.646740571,NA,1.450971736,-0.189024772,NA,NA,0.05118445,-0.001665422,NA,-0.835982571,-0.069223573,3.595385223,-0.866537239,2.071727715,-1.440576354,3.002174599
Dredge spoil,Oxidised,S 10,14,13,NA,NA,NA,0.54,NA,NA,NA,NA,NA,3.56,NA,4.85,0.01,1.91,NA,15.52,NA,5.61,NA,30257.68,NA,31.01,NA,4.07,NA,NA,7.65,NA,5.93,NA,1.88,8.46,407.22,2.66,50.63,1.45,NA,95.09,NA,-0.255115476,-6.439264367,-1.186990939,0.908035334,-0.109543461,NA,1.600215552,-0.430451182,NA,NA,0.200611467,-0.054069968,NA,-1.202822404,0.301254993,4.175259399,-0.855768058,2.090450105,-1.462530625,2.720729631
Dredge spoil,Oxidised,S 10,15,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 10,21,13,4.53,395,0.04,0.31,NA,NA,NA,NA,NA,0.99,NA,1.71,NA,0.44,NA,5.56,NA,0.71,NA,7039.29,NA,20.62,NA,1.12,NA,NA,2.61,NA,1.38,NA,0.42,3.37,332.7,0.72,15,-0.19,NA,22.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 10,25,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 10,29,13,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,1.75,NA,0.27,NA,3.38,NA,2.15,NA,4811.77,NA,32.69,NA,0.73,NA,NA,1.69,NA,0.79,NA,0.24,3.57,511.79,0.33,5.31,0.26,NA,16.78,NA,-0.294544051,NA,-2.163493159,0.363715871,-0.088691996,NA,2.632909382,-1.168870583,NA,NA,-0.32943131,-1.089882172,NA,-2.281276194,0.418405757,5.383754546,-1.962822463,0.815431997,-2.201233487,1.966027862
Dredge spoil,Oxidised,S 10,33,13,4.4,410,0.08,0.52,NA,NA,NA,NA,NA,0.25,NA,1.75,NA,0.28,NA,4.27,NA,0.36,NA,4721.06,NA,30.77,NA,0.8,NA,NA,1.51,NA,0.76,NA,0.29,3.15,495.19,0.32,6.66,NA,NA,17.81,NA,-0.355284002,NA,-2.187865466,0.536714037,-1.936551037,NA,2.511640399,-1.138043341,NA,NA,-0.502790139,-1.189336636,NA,-2.152774146,0.232502663,5.290041737,-2.054334073,0.981219695,NA,1.964860307
Dredge spoil,Oxidised,S 11,5,16,4.54,394,0.06,0.46,NA,NA,NA,NA,NA,2.44,NA,13.3,0.02,3.84,NA,29.42,NA,7.53,NA,25236.78,NA,49.01,NA,9.97,NA,NA,12.82,NA,11.9,NA,7.04,11.81,571.26,1.87,69.57,3.14,NA,88.52,NA,0.218698074,-6.281088967,-1.023593595,1.012608754,-0.35017092,NA,1.522958398,-0.069485377,NA,NA,0.18194049,0.107472439,NA,-0.417457791,0.099880669,3.978778486,-1.74312753,1.873267479,-1.224843161,2.114162554
Dredge spoil,Oxidised,S 11,15,16,NA,NA,NA,0.2,NA,NA,NA,NA,NA,2.72,NA,16.82,0,4.72,NA,40.47,NA,8.2,NA,29621.88,NA,59.71,NA,3.06,NA,NA,7.9,NA,9.46,NA,3.8,17.75,663.02,2.19,90.43,3.61,NA,67.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 11,28,16,NA,NA,NA,0.38,NA,NA,NA,NA,NA,6.9,NA,19.17,0.03,9.83,NA,38.16,NA,12.73,NA,104175.16,NA,59.3,NA,10.98,NA,NA,14.76,NA,17.33,NA,6.04,15.62,430.02,8.71,113.27,4.62,NA,361.65,NA,0.149151111,-6.310753343,-0.518756512,0.837592401,-0.260234033,NA,1.27841386,-0.40812001,NA,NA,-0.112274627,0.048243658,NA,-1.005791434,-0.055643301,3.259636273,-0.639723655,1.925578903,-1.273800741,3.086481448
Dredge spoil,Oxidised,S 11,33,16,4.12,408,0.18,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 11,39,16,4.02,405,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1.43,0,0.32,NA,3.96,NA,0.54,NA,2574.92,NA,33.19,NA,0.57,NA,NA,1.28,NA,0.74,NA,0.29,3.38,503.94,0.2,3.17,0.34,NA,18.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dredge spoil,Oxidised,S 11,45,16,4.12,408,0.21,NA,NA,NA,NA,NA,NA,0.25,NA,1.54,0.01,0.3,NA,2.73,NA,0.3,NA,3029.5,NA,17.03,NA,0.71,NA,NA,0.94,NA,0.71,NA,0.18,2.17,277.54,0.18,3.88,NA,NA,11.65,NA,0.212227389,-4.824725214,-1.423527832,0.784746581,-1.423527832,NA,2.615421467,-0.562045337,NA,NA,-0.281430431,-0.562045337,NA,-1.934353456,0.55517214,5.406410039,-1.934353456,1.136280126,NA,2.235751152
Dredge spoil,Oxidised,S 11,51,16,NA,NA,NA,0.17,NA,NA,NA,NA,NA,0.51,NA,1.97,0,0.57,NA,5.08,NA,0.44,NA,5158.24,NA,26.58,NA,1.68,NA,NA,1.41,NA,1.42,NA,0.34,2.31,402.33,0.2,8.46,0.32,NA,12.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
